UniqueID,airline,origin,destination,departure_time,Arrival_time,price,flights,DepartureDate,SearchDate
2_2025-11-28_2025-10-03,UA,IAH,LAX,2025-11-28 14:30:00,2025-11-28 16:15:00,140.97,['1945'],2025-11-28,2025-10-03
2_2025-11-28_2025-10-04,UA,IAH,LAX,2025-11-28 09:40:00,2025-11-28 11:25:00,140.99,['469'],2025-11-28,2025-10-04
2_2025-11-28_2025-10-05,UA,IAH,LAX,2025-11-28 09:40:00,2025-11-28 11:25:00,140.99,['469'],2025-11-28,2025-10-05
2_2025-11-29_2025-10-03,F9,IAH,LAX,2025-11-29 10:56:00,2025-11-29 12:42:00,168.92,['1755'],2025-11-29,2025-10-03
2_2025-11-29_2025-10-04,F9,IAH,LAX,2025-11-29 10:56:00,2025-11-29 12:42:00,168.94,['1755'],2025-11-29,2025-10-04
2_2025-11-29_2025-10-05,F9,IAH,LAX,2025-11-29 10:56:00,2025-11-29 12:42:00,168.94,['1755'],2025-11-29,2025-10-05
2_2025-11-30_2025-10-03,F9,IAH,ONT,2025-11-30 14:40:00,2025-11-30 16:19:00,196.87,['3131'],2025-11-30,2025-10-03
2_2025-11-30_2025-10-04,F9,IAH,ONT,2025-11-30 14:40:00,2025-11-30 16:19:00,196.89,['3131'],2025-11-30,2025-10-04
2_2025-11-30_2025-10-05,F9,IAH,ONT,2025-11-30 14:40:00,2025-11-30 16:19:00,196.89,['3131'],2025-11-30,2025-10-05
2_2025-12-01_2025-10-03,F9,IAH,LAX,2025-12-01 10:56:00,2025-12-01 12:42:00,157.09,['1755'],2025-12-01,2025-10-03
2_2025-12-01_2025-10-04,F9,IAH,LAX,2025-12-01 10:56:00,2025-12-01 12:42:00,157.11,['1755'],2025-12-01,2025-10-04
2_2025-12-01_2025-10-05,F9,IAH,LAX,2025-12-01 10:56:00,2025-12-01 12:42:00,157.11,['1755'],2025-12-01,2025-10-05
2_2025-12-02_2025-10-03,UA,IAH,LAX,2025-12-02 16:30:00,2025-12-02 18:10:00,119.47,['1743'],2025-12-02,2025-10-03
2_2025-12-02_2025-10-04,UA,IAH,LAX,2025-12-02 16:30:00,2025-12-02 18:10:00,119.49,['1743'],2025-12-02,2025-10-04
2_2025-12-02_2025-10-05,UA,IAH,LAX,2025-12-02 16:30:00,2025-12-02 18:10:00,119.49,['1743'],2025-12-02,2025-10-05
2_2025-12-03_2025-10-03,UA,IAH,LAX,2025-12-03 12:00:00,2025-12-03 13:45:00,116.24,['2460'],2025-12-03,2025-10-03
2_2025-12-03_2025-10-04,AS,IAH,LAX,2025-12-03 17:54:00,2025-12-03 23:59:00,92.29,"['1421', '1291']",2025-12-03,2025-10-04
2_2025-12-03_2025-10-05,AS,IAH,LAX,2025-12-03 17:54:00,2025-12-03 23:59:00,92.29,"['1421', '1291']",2025-12-03,2025-10-05
2_2025-12-04_2025-10-03,UA,IAH,LAX,2025-12-04 12:00:00,2025-12-04 13:45:00,116.24,['2460'],2025-12-04,2025-10-03
2_2025-12-04_2025-10-04,AS,IAH,LAX,2025-12-04 07:35:00,2025-12-04 14:40:00,92.29,"['453', '1144']",2025-12-04,2025-10-04
2_2025-12-04_2025-10-05,AS,IAH,LAX,2025-12-04 07:35:00,2025-12-04 14:40:00,92.29,"['453', '1144']",2025-12-04,2025-10-05
2_2025-12-05_2025-10-03,UA,IAH,LAX,2025-12-05 12:00:00,2025-12-05 13:45:00,116.24,['2460'],2025-12-05,2025-10-03
2_2025-12-05_2025-10-04,UA,IAH,LAX,2025-12-05 12:00:00,2025-12-05 13:45:00,116.26,['2460'],2025-12-05,2025-10-04
2_2025-12-05_2025-10-05,UA,IAH,LAX,2025-12-05 12:00:00,2025-12-05 13:45:00,116.26,['2460'],2025-12-05,2025-10-05
2_2025-12-06_2025-10-03,UA,IAH,LAX,2025-12-06 05:42:00,2025-12-06 07:30:00,107.64,['2431'],2025-12-06,2025-10-03
2_2025-12-06_2025-10-04,UA,IAH,LAX,2025-12-06 05:42:00,2025-12-06 07:30:00,77.56,['2431'],2025-12-06,2025-10-04
2_2025-12-06_2025-10-05,UA,IAH,LAX,2025-12-06 05:42:00,2025-12-06 07:30:00,77.56,['2431'],2025-12-06,2025-10-05
2_2025-12-07_2025-10-03,UA,IAH,LAX,2025-12-07 07:35:00,2025-12-07 09:27:00,116.24,['2600'],2025-12-07,2025-10-03
2_2025-12-07_2025-10-04,AS,IAH,LAX,2025-12-07 17:54:00,2025-12-07 23:59:00,92.29,"['1421', '1291']",2025-12-07,2025-10-04
2_2025-12-07_2025-10-05,AS,IAH,LAX,2025-12-07 17:54:00,2025-12-07 23:59:00,92.29,"['1421', '1291']",2025-12-07,2025-10-05
2_2025-12-08_2025-10-03,UA,IAH,LAX,2025-12-08 05:42:00,2025-12-08 07:30:00,107.64,['2431'],2025-12-08,2025-10-03
2_2025-12-08_2025-10-04,AS,IAH,LAX,2025-12-08 17:54:00,2025-12-08 23:59:00,92.29,"['1421', '1291']",2025-12-08,2025-10-04
2_2025-12-08_2025-10-05,UA,IAH,LAX,2025-12-08 05:42:00,2025-12-08 07:30:00,77.56,['2431'],2025-12-08,2025-10-05
2_2025-12-09_2025-10-03,UA,IAH,LAX,2025-12-09 12:00:00,2025-12-09 13:45:00,107.64,['2460'],2025-12-09,2025-10-03
2_2025-12-09_2025-10-04,UA,IAH,LAX,2025-12-09 14:30:00,2025-12-09 16:15:00,77.56,['1945'],2025-12-09,2025-10-04
2_2025-12-09_2025-10-05,UA,IAH,LAX,2025-12-09 14:30:00,2025-12-09 16:15:00,77.56,['1945'],2025-12-09,2025-10-05
2_2025-12-10_2025-10-03,UA,IAH,LAX,2025-12-10 12:00:00,2025-12-10 13:45:00,107.64,['2460'],2025-12-10,2025-10-03
2_2025-12-10_2025-10-04,UA,IAH,LAX,2025-12-10 12:00:00,2025-12-10 13:45:00,77.56,['2460'],2025-12-10,2025-10-04
2_2025-12-10_2025-10-05,UA,IAH,LAX,2025-12-10 12:00:00,2025-12-10 13:45:00,77.56,['2460'],2025-12-10,2025-10-05
2_2025-12-11_2025-10-03,UA,IAH,LAX,2025-12-11 12:00:00,2025-12-11 13:45:00,107.64,['2460'],2025-12-11,2025-10-03
2_2025-12-11_2025-10-04,UA,IAH,LAX,2025-12-11 14:30:00,2025-12-11 16:15:00,77.56,['1945'],2025-12-11,2025-10-04
2_2025-12-11_2025-10-05,AS,IAH,LAX,2025-12-11 17:54:00,2025-12-11 23:59:00,92.29,"['1421', '1291']",2025-12-11,2025-10-05
2_2025-12-12_2025-10-03,UA,IAH,LAX,2025-12-12 12:00:00,2025-12-12 13:45:00,116.24,['2460'],2025-12-12,2025-10-03
2_2025-12-12_2025-10-04,UA,IAH,LAX,2025-12-12 12:00:00,2025-12-12 13:45:00,116.26,['2460'],2025-12-12,2025-10-04
2_2025-12-12_2025-10-05,UA,IAH,LAX,2025-12-12 12:00:00,2025-12-12 13:45:00,116.26,['2460'],2025-12-12,2025-10-05
2_2025-12-13_2025-10-03,UA,IAH,LAX,2025-12-13 05:42:00,2025-12-13 07:30:00,107.64,['2431'],2025-12-13,2025-10-03
2_2025-12-13_2025-10-04,UA,IAH,LAX,2025-12-13 05:42:00,2025-12-13 07:30:00,77.56,['2431'],2025-12-13,2025-10-04
2_2025-12-13_2025-10-05,AS,IAH,LAX,2025-12-13 17:54:00,2025-12-13 23:59:00,92.29,"['1421', '1291']",2025-12-13,2025-10-05
2_2025-12-14_2025-10-03,UA,IAH,LAX,2025-12-14 07:35:00,2025-12-14 09:27:00,107.64,['2600'],2025-12-14,2025-10-03
2_2025-12-14_2025-10-04,UA,IAH,LAX,2025-12-14 07:35:00,2025-12-14 09:27:00,77.56,['2600'],2025-12-14,2025-10-04
2_2025-12-14_2025-10-05,UA,IAH,LAX,2025-12-14 07:35:00,2025-12-14 09:27:00,77.56,['2600'],2025-12-14,2025-10-05
2_2025-12-15_2025-10-03,UA,IAH,LAX,2025-12-15 12:00:00,2025-12-15 13:45:00,107.64,['2460'],2025-12-15,2025-10-03
2_2025-12-15_2025-10-04,UA,IAH,LAX,2025-12-15 12:00:00,2025-12-15 13:45:00,77.56,['2460'],2025-12-15,2025-10-04
2_2025-12-15_2025-10-05,UA,IAH,LAX,2025-12-15 12:00:00,2025-12-15 13:45:00,77.56,['2460'],2025-12-15,2025-10-05
2_2025-12-16_2025-10-03,UA,IAH,LAX,2025-12-16 12:00:00,2025-12-16 13:45:00,107.64,['2460'],2025-12-16,2025-10-03
2_2025-12-16_2025-10-04,UA,IAH,LAX,2025-12-16 12:00:00,2025-12-16 13:45:00,77.56,['2460'],2025-12-16,2025-10-04
2_2025-12-16_2025-10-05,UA,IAH,LAX,2025-12-16 12:00:00,2025-12-16 13:45:00,77.56,['2460'],2025-12-16,2025-10-05
2_2025-12-17_2025-10-03,UA,IAH,LAX,2025-12-17 05:42:00,2025-12-17 07:30:00,107.64,['2431'],2025-12-17,2025-10-03
2_2025-12-17_2025-10-04,AS,IAH,LAX,2025-12-17 17:54:00,2025-12-17 23:59:00,92.29,"['1421', '1291']",2025-12-17,2025-10-04
2_2025-12-17_2025-10-05,AS,IAH,LAX,2025-12-17 07:35:00,2025-12-17 14:40:00,92.29,"['453', '1144']",2025-12-17,2025-10-05
2_2025-12-18_2025-10-03,UA,IAH,ONT,2025-12-18 20:00:00,2025-12-18 21:21:00,173.22,['1563'],2025-12-18,2025-10-03
2_2025-12-18_2025-10-04,UA,IAH,ONT,2025-12-18 20:00:00,2025-12-18 21:21:00,173.24,['1563'],2025-12-18,2025-10-04
2_2025-12-18_2025-10-05,UA,IAH,ONT,2025-12-18 20:00:00,2025-12-18 21:21:00,173.24,['1563'],2025-12-18,2025-10-05
2_2025-12-19_2025-10-03,F9,IAH,LAX,2025-12-19 10:56:00,2025-12-19 12:48:00,159.24,['1755'],2025-12-19,2025-10-03
2_2025-12-19_2025-10-04,F9,IAH,LAX,2025-12-19 10:56:00,2025-12-19 12:48:00,159.26,['1755'],2025-12-19,2025-10-04
2_2025-12-19_2025-10-05,F9,IAH,LAX,2025-12-19 10:56:00,2025-12-19 12:48:00,159.26,['1755'],2025-12-19,2025-10-05
2_2025-12-20_2025-10-03,AS,IAH,LAX,2025-12-20 07:35:00,2025-12-20 14:40:00,152.46,"['453', '1144']",2025-12-20,2025-10-03
2_2025-12-20_2025-10-04,AS,IAH,LAX,2025-12-20 07:35:00,2025-12-20 14:40:00,153.57,"['453', '1144']",2025-12-20,2025-10-04
2_2025-12-20_2025-10-05,AS,IAH,LAX,2025-12-20 07:35:00,2025-12-20 14:40:00,153.57,"['453', '1144']",2025-12-20,2025-10-05
2_2025-12-21_2025-10-03,AS,IAH,ONT,2025-12-21 07:35:00,2025-12-21 15:12:00,182.56,"['453', '1118']",2025-12-21,2025-10-03
2_2025-12-21_2025-10-04,UA,IAH,LAX,2025-12-21 21:35:00,2025-12-21 22:59:00,213.01,['434'],2025-12-21,2025-10-04
2_2025-12-21_2025-10-05,UA,IAH,LAX,2025-12-21 21:35:00,2025-12-21 22:59:00,213.01,['434'],2025-12-21,2025-10-05
2_2025-12-22_2025-10-03,UA,IAH,LAX,2025-12-22 21:35:00,2025-12-22 22:59:00,176.44,['434'],2025-12-22,2025-10-03
2_2025-12-22_2025-10-04,UA,IAH,LAX,2025-12-22 14:30:00,2025-12-22 16:15:00,176.46,['1945'],2025-12-22,2025-10-04
2_2025-12-22_2025-10-05,UA,IAH,LAX,2025-12-22 21:35:00,2025-12-22 22:59:00,176.46,['434'],2025-12-22,2025-10-05
2_2025-12-23_2025-10-03,UA,IAH,LAX,2025-12-23 21:35:00,2025-12-23 22:59:00,176.44,['434'],2025-12-23,2025-10-03
2_2025-12-23_2025-10-04,UA,IAH,LAX,2025-12-23 20:10:00,2025-12-23 21:55:00,176.46,['2095'],2025-12-23,2025-10-04
2_2025-12-23_2025-10-05,UA,IAH,LAX,2025-12-23 20:10:00,2025-12-23 21:55:00,176.46,['2095'],2025-12-23,2025-10-05
2_2025-12-24_2025-10-03,UA,IAH,LAX,2025-12-24 09:40:00,2025-12-24 11:25:00,161.39,['469'],2025-12-24,2025-10-03
2_2025-12-24_2025-10-04,UA,IAH,LAX,2025-12-24 09:40:00,2025-12-24 11:25:00,161.41,['469'],2025-12-24,2025-10-04
2_2025-12-24_2025-10-05,UA,IAH,LAX,2025-12-24 09:40:00,2025-12-24 11:25:00,135.61,['469'],2025-12-24,2025-10-05
2_2025-12-25_2025-10-03,UA,IAH,LAX,2025-12-25 21:35:00,2025-12-25 22:59:00,161.39,['434'],2025-12-25,2025-10-03
2_2025-12-25_2025-10-04,UA,IAH,LAX,2025-12-25 21:35:00,2025-12-25 22:59:00,161.41,['434'],2025-12-25,2025-10-04
2_2025-12-25_2025-10-05,AS,IAH,ONT,2025-12-25 07:35:00,2025-12-25 15:12:00,147.12,"['453', '1118']",2025-12-25,2025-10-05
2_2025-12-26_2025-10-03,AS,IAH,ONT,2025-12-26 07:35:00,2025-12-26 15:12:00,182.56,"['453', '1118']",2025-12-26,2025-10-03
2_2025-12-26_2025-10-04,UA,IAH,LAX,2025-12-26 05:42:00,2025-12-26 07:30:00,213.01,['2431'],2025-12-26,2025-10-04
2_2025-12-26_2025-10-05,UA,IAH,LAX,2025-12-26 05:42:00,2025-12-26 07:30:00,213.01,['2431'],2025-12-26,2025-10-05
2_2025-12-27_2025-10-03,AS,IAH,LAX,2025-12-27 07:35:00,2025-12-27 14:40:00,152.46,"['453', '1144']",2025-12-27,2025-10-03
2_2025-12-27_2025-10-04,AS,IAH,LAX,2025-12-27 07:35:00,2025-12-27 14:40:00,153.57,"['453', '1144']",2025-12-27,2025-10-04
2_2025-12-27_2025-10-05,AS,IAH,LAX,2025-12-27 07:35:00,2025-12-27 14:40:00,153.57,"['453', '1144']",2025-12-27,2025-10-05
2_2025-12-28_2025-10-03,AS,IAH,ONT,2025-12-28 07:35:00,2025-12-28 15:12:00,182.56,"['453', '1118']",2025-12-28,2025-10-03
2_2025-12-28_2025-10-04,UA,IAH,LAX,2025-12-28 05:42:00,2025-12-28 07:30:00,213.01,['2431'],2025-12-28,2025-10-04
2_2025-12-28_2025-10-05,UA,IAH,LAX,2025-12-28 05:42:00,2025-12-28 07:30:00,213.01,['2431'],2025-12-28,2025-10-05
2_2025-12-29_2025-10-03,AS,IAH,ONT,2025-12-29 07:35:00,2025-12-29 15:12:00,182.56,"['453', '1118']",2025-12-29,2025-10-03
2_2025-12-29_2025-10-04,AS,IAH,LAX,2025-12-29 19:56:00,2025-12-29 22:00:00,213.01,['6376'],2025-12-29,2025-10-04
2_2025-12-29_2025-10-05,UA,IAH,LAX,2025-12-29 05:42:00,2025-12-29 07:30:00,213.01,['2431'],2025-12-29,2025-10-05
2_2025-12-30_2025-10-03,AS,IAH,LAX,2025-12-30 17:54:00,2025-12-31 08:25:00,193.78,"['1421', '1165']",2025-12-30,2025-10-03
2_2025-12-30_2025-10-04,F9,IAH,LAX,2025-12-30 10:56:00,2025-12-30 12:48:00,197.96,['1755'],2025-12-30,2025-10-04
2_2025-12-30_2025-10-05,AS,IAH,LAX,2025-12-30 17:54:00,2025-12-31 08:25:00,193.82,"['1421', '1165']",2025-12-30,2025-10-05
2_2025-12-31_2025-10-03,UA,IAH,LAX,2025-12-31 05:42:00,2025-12-31 07:30:00,107.64,['2431'],2025-12-31,2025-10-03
2_2025-12-31_2025-10-04,UA,IAH,LAX,2025-12-31 05:42:00,2025-12-31 07:30:00,107.66,['2431'],2025-12-31,2025-10-04
2_2025-12-31_2025-10-05,UA,IAH,LAX,2025-12-31 05:42:00,2025-12-31 07:30:00,107.66,['2431'],2025-12-31,2025-10-05
3_2025-11-15_2025-10-03,UA,IAH,LAX,2025-11-15 14:30:00,2025-11-15 16:15:00,107.64,['1945'],2025-11-15,2025-10-03
3_2025-11-15_2025-10-04,UA,IAH,LAX,2025-11-15 14:30:00,2025-11-15 16:15:00,77.56,['1945'],2025-11-15,2025-10-04
3_2025-11-15_2025-10-05,UA,IAH,LAX,2025-11-15 14:30:00,2025-11-15 16:15:00,77.56,['1945'],2025-11-15,2025-10-05
3_2025-11-16_2025-10-03,F9,IAH,LAX,2025-11-16 12:01:00,2025-11-16 15:45:00,136.34,"['1703', '3303']",2025-11-16,2025-10-03
3_2025-11-16_2025-10-04,AS,IAH,LAX,2025-11-16 17:54:00,2025-11-16 23:59:00,92.29,"['1421', '1291']",2025-11-16,2025-10-04
3_2025-11-16_2025-10-05,UA,IAH,LAX,2025-11-16 07:35:00,2025-11-16 09:27:00,158.19,['2600'],2025-11-16,2025-10-05
3_2025-11-17_2025-10-03,F9,IAH,LAX,2025-11-17 06:15:00,2025-11-17 12:28:00,136.34,"['1404', '4315']",2025-11-17,2025-10-03
3_2025-11-17_2025-10-04,UA,IAH,LAX,2025-11-17 19:50:00,2025-11-17 21:36:00,158.19,['2095'],2025-11-17,2025-10-04
3_2025-11-17_2025-10-05,UA,IAH,LAX,2025-11-17 09:40:00,2025-11-17 11:25:00,158.19,['469'],2025-11-17,2025-10-05
3_2025-11-18_2025-10-03,UA,IAH,LAX,2025-11-18 12:00:00,2025-11-18 13:45:00,107.64,['2460'],2025-11-18,2025-10-03
3_2025-11-18_2025-10-04,UA,IAH,LAX,2025-11-18 12:00:00,2025-11-18 13:45:00,77.56,['2460'],2025-11-18,2025-10-04
3_2025-11-18_2025-10-05,UA,IAH,LAX,2025-11-18 12:00:00,2025-11-18 13:45:00,77.56,['2460'],2025-11-18,2025-10-05
3_2025-11-19_2025-10-03,UA,IAH,LAX,2025-11-19 12:00:00,2025-11-19 13:45:00,107.64,['2460'],2025-11-19,2025-10-03
3_2025-11-19_2025-10-04,UA,IAH,LAX,2025-11-19 14:30:00,2025-11-19 16:15:00,77.56,['1945'],2025-11-19,2025-10-04
3_2025-11-19_2025-10-05,UA,IAH,LAX,2025-11-19 14:30:00,2025-11-19 16:15:00,77.56,['1945'],2025-11-19,2025-10-05
3_2025-11-20_2025-10-03,F9,IAH,ONT,2025-11-20 06:45:00,2025-11-20 11:28:00,189.01,"['3229', '1261']",2025-11-20,2025-10-03
3_2025-11-20_2025-10-04,AS,IAH,ONT,2025-11-20 07:35:00,2025-11-20 18:17:00,186.3,"['453', '1086']",2025-11-20,2025-10-04
3_2025-11-20_2025-10-05,AS,IAH,ONT,2025-11-20 07:35:00,2025-11-20 18:17:00,186.3,"['453', '1086']",2025-11-20,2025-10-05
3_2025-11-21_2025-10-03,F9,IAH,ONT,2025-11-21 14:40:00,2025-11-21 16:19:00,182.89,['3131'],2025-11-21,2025-10-03
3_2025-11-21_2025-10-04,F9,IAH,ONT,2025-11-21 14:40:00,2025-11-21 16:19:00,182.91,['3131'],2025-11-21,2025-10-04
3_2025-11-21_2025-10-05,F9,IAH,ONT,2025-11-21 14:40:00,2025-11-21 16:19:00,182.91,['3131'],2025-11-21,2025-10-05
3_2025-11-22_2025-10-03,F9,IAH,ONT,2025-11-22 14:42:00,2025-11-22 21:06:00,189.01,"['1489', '2231']",2025-11-22,2025-10-03
3_2025-11-22_2025-10-04,F9,IAH,ONT,2025-11-22 14:42:00,2025-11-22 21:06:00,190.12,"['1489', '2231']",2025-11-22,2025-10-04
3_2025-11-22_2025-10-05,F9,IAH,ONT,2025-11-22 14:42:00,2025-11-22 21:06:00,190.12,"['1489', '2231']",2025-11-22,2025-10-05
3_2025-11-23_2025-10-03,AS,IAH,LAX,2025-11-23 17:54:00,2025-11-23 23:59:00,185.79,"['1421', '1291']",2025-11-23,2025-10-03
3_2025-11-23_2025-10-04,AS,IAH,LAX,2025-11-23 17:54:00,2025-11-23 23:59:00,185.82,"['1421', '1291']",2025-11-23,2025-10-04
3_2025-11-23_2025-10-05,AS,IAH,LAX,2025-11-23 17:54:00,2025-11-23 23:59:00,185.82,"['1421', '1291']",2025-11-23,2025-10-05
3_2025-11-24_2025-10-03,UA,IAH,LAX,2025-11-24 19:50:00,2025-11-24 21:36:00,107.64,['2095'],2025-11-24,2025-10-03
3_2025-11-24_2025-10-04,UA,IAH,LAX,2025-11-24 16:30:00,2025-11-24 18:10:00,135.61,['1743'],2025-11-24,2025-10-04
3_2025-11-24_2025-10-05,UA,IAH,LAX,2025-11-24 16:30:00,2025-11-24 18:10:00,135.61,['1743'],2025-11-24,2025-10-05
3_2025-11-25_2025-10-03,F9,IAH,ONT,2025-11-25 14:40:00,2025-11-25 16:19:00,182.89,['3131'],2025-11-25,2025-10-03
3_2025-11-25_2025-10-04,F9,IAH,ONT,2025-11-25 14:40:00,2025-11-25 16:19:00,182.91,['3131'],2025-11-25,2025-10-04
3_2025-11-25_2025-10-05,F9,IAH,ONT,2025-11-25 14:40:00,2025-11-25 16:19:00,182.91,['3131'],2025-11-25,2025-10-05
3_2025-11-26_2025-10-03,F9,IAH,ONT,2025-11-26 14:40:00,2025-11-26 16:19:00,182.89,['3131'],2025-11-26,2025-10-03
3_2025-11-26_2025-10-04,F9,IAH,ONT,2025-11-26 14:40:00,2025-11-26 16:19:00,182.91,['3131'],2025-11-26,2025-10-04
3_2025-11-26_2025-10-05,F9,IAH,ONT,2025-11-26 14:40:00,2025-11-26 16:19:00,182.91,['3131'],2025-11-26,2025-10-05
3_2025-11-27_2025-10-03,UA,IAH,LAX,2025-11-27 14:30:00,2025-11-27 16:15:00,135.59,['1945'],2025-11-27,2025-10-03
3_2025-11-27_2025-10-04,UA,IAH,LAX,2025-11-27 14:30:00,2025-11-27 16:15:00,135.61,['1945'],2025-11-27,2025-10-04
3_2025-11-27_2025-10-05,UA,IAH,LAX,2025-11-27 14:30:00,2025-11-27 16:15:00,135.61,['1945'],2025-11-27,2025-10-05
3_2025-11-28_2025-10-03,UA,IAH,LAX,2025-11-28 22:14:00,2025-11-28 23:59:00,140.97,['1851'],2025-11-28,2025-10-03
3_2025-11-28_2025-10-04,UA,IAH,LAX,2025-11-28 14:30:00,2025-11-28 16:15:00,140.99,['1945'],2025-11-28,2025-10-04
3_2025-11-28_2025-10-05,UA,IAH,LAX,2025-11-28 14:30:00,2025-11-28 16:15:00,140.99,['1945'],2025-11-28,2025-10-05
3_2025-11-29_2025-10-03,AS,IAH,ONT,2025-11-29 07:35:00,2025-11-29 18:17:00,202.38,"['453', '1086']",2025-11-29,2025-10-03
3_2025-11-29_2025-10-04,AS,IAH,ONT,2025-11-29 07:35:00,2025-11-29 18:17:00,202.42,"['453', '1086']",2025-11-29,2025-10-04
3_2025-11-29_2025-10-05,AS,IAH,ONT,2025-11-29 07:35:00,2025-11-29 18:17:00,202.42,"['453', '1086']",2025-11-29,2025-10-05
3_2025-11-30_2025-10-03,AS,IAH,LAX,2025-11-30 17:54:00,2025-12-01 08:25:00,210.98,"['1421', '1165']",2025-11-30,2025-10-03
3_2025-11-30_2025-10-04,AS,IAH,LAX,2025-11-30 17:54:00,2025-12-01 08:25:00,211.02,"['1421', '1165']",2025-11-30,2025-10-04
3_2025-11-30_2025-10-05,AS,IAH,LAX,2025-11-30 17:54:00,2025-12-01 08:25:00,211.02,"['1421', '1165']",2025-11-30,2025-10-05
3_2025-12-01_2025-10-03,F9,IAH,ONT,2025-12-01 14:40:00,2025-12-01 16:19:00,182.89,['3131'],2025-12-01,2025-10-03
3_2025-12-01_2025-10-04,F9,IAH,ONT,2025-12-01 14:40:00,2025-12-01 16:19:00,182.91,['3131'],2025-12-01,2025-10-04
3_2025-12-01_2025-10-05,F9,IAH,ONT,2025-12-01 14:40:00,2025-12-01 16:19:00,182.91,['3131'],2025-12-01,2025-10-05
3_2025-12-02_2025-10-03,UA,IAH,LAX,2025-12-02 07:35:00,2025-12-02 09:27:00,119.47,['2600'],2025-12-02,2025-10-03
3_2025-12-02_2025-10-04,UA,IAH,LAX,2025-12-02 07:35:00,2025-12-02 09:27:00,119.49,['2600'],2025-12-02,2025-10-04
3_2025-12-02_2025-10-05,UA,IAH,LAX,2025-12-02 07:35:00,2025-12-02 09:27:00,119.49,['2600'],2025-12-02,2025-10-05
3_2025-12-03_2025-10-03,F9,IAH,LAX,2025-12-03 09:49:00,2025-12-03 11:43:00,159.24,['1755'],2025-12-03,2025-10-03
3_2025-12-03_2025-10-04,AS,IAH,LAX,2025-12-03 07:35:00,2025-12-03 14:40:00,92.29,"['453', '1144']",2025-12-03,2025-10-04
3_2025-12-03_2025-10-05,AS,IAH,LAX,2025-12-03 07:35:00,2025-12-03 14:40:00,92.29,"['453', '1144']",2025-12-03,2025-10-05
3_2025-12-04_2025-10-03,UA,IAH,LAX,2025-12-04 05:42:00,2025-12-04 07:30:00,116.24,['2431'],2025-12-04,2025-10-03
3_2025-12-04_2025-10-04,AS,IAH,LAX,2025-12-04 07:35:00,2025-12-04 15:32:00,92.29,"['453', '1220']",2025-12-04,2025-10-04
3_2025-12-04_2025-10-05,AS,IAH,LAX,2025-12-04 07:35:00,2025-12-04 15:32:00,92.29,"['453', '1220']",2025-12-04,2025-10-05
3_2025-12-05_2025-10-03,UA,IAH,LAX,2025-12-05 14:30:00,2025-12-05 16:15:00,116.24,['1945'],2025-12-05,2025-10-03
3_2025-12-05_2025-10-04,UA,IAH,LAX,2025-12-05 05:42:00,2025-12-05 07:30:00,116.26,['2431'],2025-12-05,2025-10-04
3_2025-12-05_2025-10-05,UA,IAH,LAX,2025-12-05 05:42:00,2025-12-05 07:30:00,116.26,['2431'],2025-12-05,2025-10-05
3_2025-12-06_2025-10-03,UA,IAH,LAX,2025-12-06 07:35:00,2025-12-06 09:27:00,107.64,['2600'],2025-12-06,2025-10-03
3_2025-12-06_2025-10-04,UA,IAH,LAX,2025-12-06 07:35:00,2025-12-06 09:27:00,77.56,['2600'],2025-12-06,2025-10-04
3_2025-12-06_2025-10-05,UA,IAH,LAX,2025-12-06 07:35:00,2025-12-06 09:27:00,77.56,['2600'],2025-12-06,2025-10-05
3_2025-12-07_2025-10-03,UA,IAH,ONT,2025-12-07 20:00:00,2025-12-07 21:21:00,124.84,['1563'],2025-12-07,2025-10-03
3_2025-12-07_2025-10-04,AS,IAH,LAX,2025-12-07 07:35:00,2025-12-07 14:40:00,92.29,"['453', '1144']",2025-12-07,2025-10-04
3_2025-12-07_2025-10-05,AS,IAH,LAX,2025-12-07 07:35:00,2025-12-07 14:40:00,92.29,"['453', '1144']",2025-12-07,2025-10-05
3_2025-12-08_2025-10-03,UA,IAH,LAX,2025-12-08 16:30:00,2025-12-08 18:10:00,116.24,['1743'],2025-12-08,2025-10-03
3_2025-12-08_2025-10-04,AS,IAH,LAX,2025-12-08 07:35:00,2025-12-08 14:40:00,92.29,"['453', '1144']",2025-12-08,2025-10-04
3_2025-12-08_2025-10-05,AS,IAH,LAX,2025-12-08 17:54:00,2025-12-08 23:59:00,92.29,"['1421', '1291']",2025-12-08,2025-10-05
3_2025-12-09_2025-10-03,UA,IAH,LAX,2025-12-09 14:30:00,2025-12-09 16:15:00,107.64,['1945'],2025-12-09,2025-10-03
3_2025-12-09_2025-10-04,UA,IAH,LAX,2025-12-09 05:42:00,2025-12-09 07:30:00,77.56,['2431'],2025-12-09,2025-10-04
3_2025-12-09_2025-10-05,UA,IAH,LAX,2025-12-09 05:42:00,2025-12-09 07:30:00,77.56,['2431'],2025-12-09,2025-10-05
3_2025-12-10_2025-10-03,UA,IAH,LAX,2025-12-10 14:30:00,2025-12-10 16:15:00,107.64,['1945'],2025-12-10,2025-10-03
3_2025-12-10_2025-10-04,UA,IAH,LAX,2025-12-10 14:30:00,2025-12-10 16:15:00,77.56,['1945'],2025-12-10,2025-10-04
3_2025-12-10_2025-10-05,UA,IAH,LAX,2025-12-10 14:30:00,2025-12-10 16:15:00,77.56,['1945'],2025-12-10,2025-10-05
